Ensembl ID	Entrez ID	TF family	Protein have DBD
ENSDARG00000015879	60637	PAX	ENSDARP00000033414;
ENSDARG00000010192	30532	PAX	ENSDARP00000037761;ENSDARP00000022138;
ENSDARG00000032578	60638	PAX	ENSDARP00000043209;ENSDARP00000124290;ENSDARP00000123815;
ENSDARG00000053829	30558	PAX	ENSDARP00000070415;ENSDARP00000070411;
ENSDARG00000037383	60636	PAX	ENSDARP00000071454;ENSDARP00000054394;ENSDARP00000114412;
ENSDARG00000028148	30425	PAX	ENSDARP00000071460;ENSDARP00000071466;ENSDARP00000123397;ENSDARP00000121417;ENSDARP00000112529;ENSDARP00000119623;ENSDARP00000115771;ENSDARP00000123540;ENSDARP00000113404;
ENSDARG00000073814	572108	PAX	ENSDARP00000098295;ENSDARP00000121471;
ENSDARG00000045045	30567	PAX	ENSDARP00000106729;ENSDARP00000110635;ENSDARP00000124663;ENSDARP00000105097;ENSDARP00000066223;ENSDARP00000123923;ENSDARP00000066224;ENSDARP00000124305;ENSDARP00000124443;ENSDARP00000124975;ENSDARP00000124233;
ENSDARG00000070818	566533	PAX	ENSDARP00000108935;ENSDARP00000087911;ENSDARP00000095063;
ENSDARG00000005173	100537806	PAX	ENSDARP00000111492;ENSDARP00000123695;
ENSDARG00000045936	60639	PAX	ENSDARP00000115545;ENSDARP00000116680;ENSDARP00000019067;ENSDARP00000115187;ENSDARP00000113616;
ENSDARG00000007720	436778	PC4	ENSDARP00000025042;
ENSDARG00000053446	553561	PC4	ENSDARP00000118111;ENSDARP00000069967;
ENSDARG00000005559	58057	Pou	ENSDARP00000007850;
ENSDARG00000009823	30398	Pou	ENSDARP00000027757;
ENSDARG00000052387	553427	Pou	ENSDARP00000044802;
ENSDARG00000019658	557055	Pou	ENSDARP00000049322;ENSDARP00000115767;
ENSDARG00000042032	30386	Pou	ENSDARP00000061592;ENSDARP00000103222;ENSDARP00000117406;
ENSDARG00000044375	572084	Pou	ENSDARP00000065158;
ENSDARG00000044774	30333	Pou	ENSDARP00000065816;
ENSDARG00000058924	405777	Pou	ENSDARP00000076317;
ENSDARG00000076262	30397	Pou	ENSDARP00000087682;
ENSDARG00000070220	30547	Pou	ENSDARP00000103478;
ENSDARG00000011570	30334	Pou	ENSDARP00000111302;ENSDARP00000003648;
ENSDARG00000069737	402816	Pou	ENSDARP00000111629;
ENSDARG00000007996	323702	Pou	ENSDARP00000117781;ENSDARP00000037034;ENSDARP00000113936;ENSDARP00000116250;
ENSDARG00000036816	100537384	Pou	ENSDARP00000118189;ENSDARP00000015244;
ENSDARG00000086362	100001518	Pou	ENSDARP00000120553;ENSDARP00000105952;
ENSDARG00000095896	30321	Pou	ENSDARP00000124688;ENSDARP00000123893;
ENSDARG00000006206	30534	Pou	ENSDARP00000124728;
ENSDARG00000003165	406522	RXR-like	ENSDARP00000002435;ENSDARP00000111987;
ENSDARG00000004697	436617	RXR-like	ENSDARP00000003080;
ENSDARG00000035127	793011	RXR-like	ENSDARP00000004918;
ENSDARG00000003607	325637	RXR-like	ENSDARP00000009513;ENSDARP00000115445;ENSDARP00000119818;
ENSDARG00000017168	393564	RXR-like	ENSDARP00000010118;
ENSDARG00000017107	445214	RXR-like	ENSDARP00000013317;
ENSDARG00000002006	30486	RXR-like	ENSDARP00000022973;ENSDARP00000104696;
ENSDARG00000012764	\N	RXR-like	ENSDARP00000026313;
ENSDARG00000033172	30427	RXR-like	ENSDARP00000040768;
ENSDARG00000040926	30424	RXR-like	ENSDARP00000059975;ENSDARP00000107285;ENSDARP00000115762;
ENSDARG00000057737	555578	RXR-like	ENSDARP00000104454;ENSDARP00000122034;ENSDARP00000074930;
ENSDARG00000087092	\N	RXR-like	ENSDARP00000106136;
ENSDARG00000042477	569321	RXR-like	ENSDARP00000107308;ENSDARP00000015215;
ENSDARG00000045527	553649	RXR-like	ENSDARP00000109984;ENSDARP00000066947;
ENSDARG00000045904	492496	RXR-like	ENSDARP00000111061;
ENSDARG00000021494	322358	RXR-like	ENSDARP00000112924;ENSDARP00000029754;ENSDARP00000120529;
ENSDARG00000052695	30418	RXR-like	ENSDARP00000116750;
ENSDARG00000071565	557104	RXR-like	ENSDARP00000120982;ENSDARP00000066643;
ENSDARG00000078954	30530	RXR-like	ENSDARP00000125725;ENSDARP00000126017;ENSDARP00000015784;ENSDARP00000115975;ENSDARP00000099734;ENSDARP00000119017;
ENSDARG00000026395	403016	RFX	ENSDARP00000032295;
ENSDARG00000014550	570989	RFX	ENSDARP00000041235;ENSDARP00000113738;ENSDARP00000120517;
ENSDARG00000077237	560368	RFX	ENSDARP00000102179;
ENSDARG00000005883	100038773	RFX	ENSDARP00000104544;ENSDARP00000010260;
ENSDARG00000013575	503590	RFX	ENSDARP00000108057;ENSDARP00000121782;ENSDARP00000039332;
ENSDARG00000041702	556925	RFX	ENSDARP00000116051;ENSDARP00000061121;
ENSDARG00000063258	101884332	RFX	ENSDARP00000124450;ENSDARP00000086706;
ENSDARG00000075904	555183	RFX	ENSDARP00000124460;
ENSDARG00000020872	334390	RHD	ENSDARP00000006495;
ENSDARG00000014022	\N	RHD	ENSDARP00000019575;
ENSDARG00000036168	568315	RHD	ENSDARP00000052520;
ENSDARG00000076297	561772	RHD	ENSDARP00000067888;
ENSDARG00000055276	415101	RHD	ENSDARP00000072078;
ENSDARG00000079972	571865	RHD	ENSDARP00000098057;
ENSDARG00000076640	100333254	RHD	ENSDARP00000101834;
ENSDARG00000054162	561682	RHD	ENSDARP00000104333;
ENSDARG00000021907	415099	RHD	ENSDARP00000104876;
ENSDARG00000020534	\N	RHD	ENSDARP00000107135;
ENSDARG00000051729	566869	RHD	ENSDARP00000120657;
ENSDARG00000038687	415100	RHD	ENSDARP00000121285;ENSDARP00000057671;ENSDARP00000072751;
ENSDARG00000086173	795414	RHD	ENSDARP00000128656;ENSDARP00000107495;
ENSDARG00000025921	58126	Runt	ENSDARP00000055967;
ENSDARG00000052826	58127	Runt	ENSDARP00000069236;
ENSDARG00000040261	405784	Runt	ENSDARP00000096167;ENSDARP00000116368;
ENSDARG00000059233	405788	Runt	ENSDARP00000110510;ENSDARP00000112126;ENSDARP00000076702;ENSDARP00000048977;ENSDARP00000076713;ENSDARP00000110164;
ENSDARG00000087646	\N	Runt	ENSDARP00000112019;
ENSDARG00000038133	550611	SAND	ENSDARP00000055589;ENSDARP00000110770;
ENSDARG00000055359	\N	SAND	ENSDARP00000072168;
ENSDARG00000056784	100007662	SAND	ENSDARP00000073773;ENSDARP00000114968;
ENSDARG00000060887	\N	SAND	ENSDARP00000080683;
ENSDARG00000078206	792896	SAND	ENSDARP00000101766;
ENSDARG00000088844	563776	SAND	ENSDARP00000107236;
ENSDARG00000090449	555649	SAND	ENSDARP00000108373;
ENSDARG00000077852	569122	SAND	ENSDARP00000112558;ENSDARP00000118743;ENSDARP00000097689;
ENSDARG00000093240	\N	SAND	ENSDARP00000116102;
ENSDARG00000062060	567701	SAND	ENSDARP00000125781;ENSDARP00000122476;ENSDARP00000094543;
ENSDARG00000029764	30575	SRF	ENSDARP00000015104;ENSDARP00000089908;ENSDARP00000116118;ENSDARP00000119434;ENSDARP00000122497;ENSDARP00000039550;
ENSDARG00000009418	798771	SRF	ENSDARP00000044082;ENSDARP00000114315;
ENSDARG00000038131	\N	SRF	ENSDARP00000055587;
ENSDARG00000053918	30431	SRF	ENSDARP00000070519;ENSDARP00000070514;
ENSDARG00000057527	100537416	SRF	ENSDARP00000074640;
ENSDARG00000031756	30564	SRF	ENSDARP00000110624;ENSDARP00000021792;ENSDARP00000116960;ENSDARP00000123273;
ENSDARG00000040237	30580	SRF	ENSDARP00000115546;ENSDARP00000046113;ENSDARP00000108658;ENSDARP00000123748;ENSDARP00000027449;
ENSDARG00000093170	\N	SRF	ENSDARP00000120118;
ENSDARG00000006266	30768	STAT	ENSDARP00000015753;ENSDARP00000000561;
ENSDARG00000019392	369197	STAT	ENSDARP00000022542;ENSDARP00000120022;
ENSDARG00000015902	337413	STAT	ENSDARP00000026606;ENSDARP00000059345;ENSDARP00000120532;
ENSDARG00000022712	30767	STAT	ENSDARP00000095292;ENSDARP00000075300;
ENSDARG00000028731	368519	STAT	ENSDARP00000096542;ENSDARP00000115675;
ENSDARG00000055588	445474	STAT	ENSDARP00000110501;ENSDARP00000112066;
ENSDARG00000076182	368481	STAT	ENSDARP00000115509;ENSDARP00000000280;
ENSDARG00000031647	565200	STAT	ENSDARP00000124003;ENSDARP00000050681;
ENSDARG00000023362	405759	SF-like	ENSDARP00000029204;
ENSDARG00000039116	407626	SF-like	ENSDARP00000105488;ENSDARP00000057122;ENSDARP00000104850;ENSDARP00000113112;
ENSDARG00000042556	30749	SF-like	ENSDARP00000106755;ENSDARP00000062416;
ENSDARG00000017704	83916	SF-like	ENSDARP00000114497;ENSDARP00000113651;ENSDARP00000122200;ENSDARP00000009236;
ENSDARG00000007329	30264	T-box	ENSDARP00000003051;
ENSDARG00000009905	30399	T-box	ENSDARP00000005351;
ENSDARG00000004473	797797	T-box	ENSDARP00000006762;
ENSDARG00000030058	30070	T-box	ENSDARP00000010616;
ENSDARG00000011785	192294	T-box	ENSDARP00000015108;
ENSDARG00000004712	58042	T-box	ENSDARP00000019930;
ENSDARG00000019428	799447	T-box	ENSDARP00000021118;
ENSDARG00000002216	556870	T-box	ENSDARP00000025722;
ENSDARG00000002582	246222	T-box	ENSDARP00000027181;
ENSDARG00000018025	573084	T-box	ENSDARP00000027905;
ENSDARG00000024894	30071	T-box	ENSDARP00000033053;ENSDARP00000033639;
ENSDARG00000076259	564699	T-box	ENSDARP00000040179;
ENSDARG00000005150	57936	T-box	ENSDARP00000089658;ENSDARP00000026669;
ENSDARG00000079187	100538180	T-box	ENSDARP00000103376;ENSDARP00000125037;
ENSDARG00000086287	\N	T-box	ENSDARP00000107477;
ENSDARG00000092060	100004161	T-box	ENSDARP00000107718;
ENSDARG00000006120	30253	T-box	ENSDARP00000107769;ENSDARP00000020624;
ENSDARG00000061509	100334188	T-box	ENSDARP00000110007;ENSDARP00000082234;
ENSDARG00000087810	\N	T-box	ENSDARP00000110395;
ENSDARG00000036930	572713	T-box	ENSDARP00000110832;ENSDARP00000094224;
ENSDARG00000091748	556143	T-box	ENSDARP00000111502;ENSDARP00000120954;
ENSDARG00000006640	64603	T-box	ENSDARP00000111994;ENSDARP00000007733;
ENSDARG00000006939	30254	T-box	ENSDARP00000113982;
ENSDARG00000031891	368206	T-box	ENSDARP00000118808;ENSDARP00000040825;
ENSDARG00000078784	569620	T-box	ENSDARP00000122330;ENSDARP00000099539;
ENSDARG00000039806	100004296	T-box	ENSDARP00000129298;ENSDARP00000058214;
ENSDARG00000059483	100006454	TEA	ENSDARP00000077175;ENSDARP00000125040;
ENSDARG00000074321	386763	TEA	ENSDARP00000078057;
ENSDARG00000075274	100329400	TEA	ENSDARP00000087625;
ENSDARG00000063649	794293	TEA	ENSDARP00000087631;ENSDARP00000128990;ENSDARP00000106949;
ENSDARG00000028159	405773	TEA	ENSDARP00000106569;ENSDARP00000110978;ENSDARP00000064194;ENSDARP00000105881;
ENSDARG00000087397	100006454	TEA	ENSDARP00000111585;
ENSDARG00000020606	317765	TF_bZIP	ENSDARP00000002745;ENSDARP00000105608;
ENSDARG00000011298	566279	TF_bZIP	ENSDARP00000007430;
ENSDARG00000012656	558071	TF_bZIP	ENSDARP00000009333;
ENSDARG00000020133	436766	TF_bZIP	ENSDARP00000010866;
ENSDARG00000015355	564241	TF_bZIP	ENSDARP00000011823;
ENSDARG00000015793	338317	TF_bZIP	ENSDARP00000012411;
ENSDARG00000011818	564589	TF_bZIP	ENSDARP00000014497;ENSDARP00000122640;
ENSDARG00000019810	406512	TF_bZIP	ENSDARP00000015027;
ENSDARG00000017121	30210	TF_bZIP	ENSDARP00000018087;
ENSDARG00000023217	555432	TF_bZIP	ENSDARP00000021338;ENSDARP00000116638;ENSDARP00000112661;
ENSDARG00000020926	406853	TF_bZIP	ENSDARP00000024846;
ENSDARG00000028415	767776	TF_bZIP	ENSDARP00000034339;
ENSDARG00000039515	406514	TF_bZIP	ENSDARP00000042969;
ENSDARG00000031683	394198	TF_bZIP	ENSDARP00000043297;
ENSDARG00000028957	393307	TF_bZIP	ENSDARP00000044859;
ENSDARG00000030791	405877	TF_bZIP	ENSDARP00000046178;
ENSDARG00000035622	140614	TF_bZIP	ENSDARP00000051648;ENSDARP00000106586;
ENSDARG00000038141	556410	TF_bZIP	ENSDARP00000055608;
ENSDARG00000039117	30674	TF_bZIP	ENSDARP00000057123;ENSDARP00000057124;
ENSDARG00000040135	570238	TF_bZIP	ENSDARP00000058705;
ENSDARG00000040137	570258	TF_bZIP	ENSDARP00000058706;
ENSDARG00000040623	558921	TF_bZIP	ENSDARP00000059479;ENSDARP00000112244;
ENSDARG00000023903	100006516	TF_bZIP	ENSDARP00000062291;
ENSDARG00000042824	360149	TF_bZIP	ENSDARP00000062853;ENSDARP00000108979;
ENSDARG00000043237	792516	TF_bZIP	ENSDARP00000063477;
ENSDARG00000043531	335916	TF_bZIP	ENSDARP00000063911;
ENSDARG00000044013	554169	TF_bZIP	ENSDARP00000064615;
ENSDARG00000044155	100000492	TF_bZIP	ENSDARP00000064832;
ENSDARG00000044301	325609	TF_bZIP	ENSDARP00000065037;
ENSDARG00000053586	573207	TF_bZIP	ENSDARP00000070114;
ENSDARG00000059836	561924	TF_bZIP	ENSDARP00000078063;
ENSDARG00000063014	565056	TF_bZIP	ENSDARP00000086140;
ENSDARG00000063563	791169	TF_bZIP	ENSDARP00000087416;
ENSDARG00000067850	564873	TF_bZIP	ENSDARP00000088526;
ENSDARG00000068096	566223	TF_bZIP	ENSDARP00000089057;
ENSDARG00000069883	\N	TF_bZIP	ENSDARP00000092846;
ENSDARG00000070536	565910	TF_bZIP	ENSDARP00000094406;
ENSDARG00000030616	405781	TF_bZIP	ENSDARP00000094757;ENSDARP00000106740;ENSDARP00000036561;
ENSDARG00000055481	567018	TF_bZIP	ENSDARP00000094817;ENSDARP00000072305;ENSDARP00000120632;
ENSDARG00000071398	100000812	TF_bZIP	ENSDARP00000096300;ENSDARP00000117644;
ENSDARG00000077785	567253	TF_bZIP	ENSDARP00000098375;ENSDARP00000127988;
ENSDARG00000070542	114463	TF_bZIP	ENSDARP00000099244;
ENSDARG00000076520	\N	TF_bZIP	ENSDARP00000101942;
ENSDARG00000076533	558772	TF_bZIP	ENSDARP00000103041;ENSDARP00000127336;
ENSDARG00000088371	336038	TF_bZIP	ENSDARP00000105289;
ENSDARG00000068428	564403	TF_bZIP	ENSDARP00000105362;ENSDARP00000089739;ENSDARP00000129672;
ENSDARG00000089697	100873093	TF_bZIP	ENSDARP00000106581;
ENSDARG00000074752	768192	TF_bZIP	ENSDARP00000106703;
ENSDARG00000015890	114467	TF_bZIP	ENSDARP00000108993;ENSDARP00000108952;
ENSDARG00000074378	407086	TF_bZIP	ENSDARP00000109347;ENSDARP00000125219;
ENSDARG00000087620	\N	TF_bZIP	ENSDARP00000111134;
ENSDARG00000087188	431765	TF_bZIP	ENSDARP00000111381;
ENSDARG00000018109	415134	TF_bZIP	ENSDARP00000111473;ENSDARP00000127969;
ENSDARG00000088355	100333318	TF_bZIP	ENSDARP00000111960;
ENSDARG00000090903	100538072	TF_bZIP	ENSDARP00000112226;
ENSDARG00000092174	\N	TF_bZIP	ENSDARP00000113497;
ENSDARG00000056226	553700	TF_bZIP	ENSDARP00000113661;
ENSDARG00000055751	492346	TF_bZIP	ENSDARP00000114070;ENSDARP00000072613;ENSDARP00000108244;
ENSDARG00000004074	555350	TF_bZIP	ENSDARP00000116013;ENSDARP00000036016;
ENSDARG00000094965	335737	TF_bZIP	ENSDARP00000117561;
ENSDARG00000033709	415133	TF_bZIP	ENSDARP00000118205;
ENSDARG00000042977	445509	TF_bZIP	ENSDARP00000119920;
ENSDARG00000092346	100000898	TF_bZIP	ENSDARP00000120098;
ENSDARG00000057652	569109	TF_bZIP	ENSDARP00000120819;ENSDARP00000074822;
ENSDARG00000042577	751677	TF_bZIP	ENSDARP00000121111;
ENSDARG00000079373	793507	TF_bZIP	ENSDARP00000122100;ENSDARP00000101910;
ENSDARG00000033660	550357	TF_bZIP	ENSDARP00000122458;ENSDARP00000040230;ENSDARP00000117951;
ENSDARG00000038401	553686	TF_bZIP	ENSDARP00000124566;ENSDARP00000111984;
ENSDARG00000061011	557886	TF_bZIP	ENSDARP00000127301;ENSDARP00000080971;
ENSDARG00000062553	678555	TF_bZIP	ENSDARP00000127728;ENSDARP00000092237;ENSDARP00000129826;
ENSDARG00000036569	557210	TF_bZIP	ENSDARP00000127854;ENSDARP00000027207;
ENSDARG00000089787	562093	TF_bZIP	ENSDARP00000128064;ENSDARP00000112346;ENSDARP00000128766;
ENSDARG00000030703	30462	TF_Otx	ENSDARP00000013327;
ENSDARG00000011989	81881	TF_Otx	ENSDARP00000030526;
ENSDARG00000043483	353179	TF_Otx	ENSDARP00000063834;
ENSDARG00000094992	30500	TF_Otx	ENSDARP00000064082;
ENSDARG00000011235	30501	TF_Otx	ENSDARP00000111153;ENSDARP00000128250;ENSDARP00000020202;
ENSDARG00000001210	751672	THAP	ENSDARP00000002005;
ENSDARG00000020964	436953	THAP	ENSDARP00000007187;
ENSDARG00000036055	406390	THAP	ENSDARP00000052341;
ENSDARG00000037073	594863	THAP	ENSDARP00000053882;
ENSDARG00000037192	548339	THAP	ENSDARP00000054087;
ENSDARG00000039063	100005017	THAP	ENSDARP00000057043;
ENSDARG00000039364	550590	THAP	ENSDARP00000057526;
ENSDARG00000041080	541481	THAP	ENSDARP00000060192;
ENSDARG00000041524	566646	THAP	ENSDARP00000060878;ENSDARP00000116792;
ENSDARG00000042489	406354	THAP	ENSDARP00000062308;
ENSDARG00000052294	\N	THAP	ENSDARP00000068611;
ENSDARG00000055690	100535121	THAP	ENSDARP00000072549;
ENSDARG00000056079	568473	THAP	ENSDARP00000072956;ENSDARP00000127262;ENSDARP00000127192;
ENSDARG00000059020	692315	THAP	ENSDARP00000076434;
ENSDARG00000076082	798124	THAP	ENSDARP00000090190;
ENSDARG00000070059	567573	THAP	ENSDARP00000093294;
ENSDARG00000070312	780837	THAP	ENSDARP00000093826;
ENSDARG00000079746	\N	THAP	ENSDARP00000098231;
ENSDARG00000076437	795946	THAP	ENSDARP00000098613;
ENSDARG00000076893	\N	THAP	ENSDARP00000099609;
ENSDARG00000056213	\N	THAP	ENSDARP00000100340;
ENSDARG00000091514	100536662	THAP	ENSDARP00000104605;
ENSDARG00000088766	\N	THAP	ENSDARP00000105151;
ENSDARG00000070458	100003014	THAP	ENSDARP00000107849;ENSDARP00000094197;
ENSDARG00000042492	402835	THAP	ENSDARP00000110858;ENSDARP00000062310;
ENSDARG00000093833	100151273	THAP	ENSDARP00000112937;
ENSDARG00000070704	100006965	THAP	ENSDARP00000113351;ENSDARP00000094862;
ENSDARG00000043812	327369	THAP	ENSDARP00000115043;ENSDARP00000064330;
ENSDARG00000093368	100006229	THAP	ENSDARP00000116528;
ENSDARG00000095125	100332023	THAP	ENSDARP00000118403;
ENSDARG00000095051	100003901	THAP	ENSDARP00000119801;
ENSDARG00000075269	799792	THAP	ENSDARP00000120409;
ENSDARG00000091965	101884059	THAP	ENSDARP00000122805;ENSDARP00000124395;
ENSDARG00000097546	504079	THAP	ENSDARP00000128518;
ENSDARG00000075205	100334602	THAP	ENSDARP00000128678;ENSDARP00000064331;
ENSDARG00000000151	30670	THR-like	ENSDARP00000000160;ENSDARP00000125835;
ENSDARG00000031848	557037	THR-like	ENSDARP00000039949;
ENSDARG00000031777	563298	THR-like	ENSDARP00000042466;ENSDARP00000107246;
ENSDARG00000054003	\N	THR-like	ENSDARP00000052545;
ENSDARG00000057741	436847	THR-like	ENSDARP00000061793;
ENSDARG00000043059	30076	THR-like	ENSDARP00000063213;
ENSDARG00000031046	557500	THR-like	ENSDARP00000064039;ENSDARP00000105819;
ENSDARG00000052654	558427	THR-like	ENSDARP00000069037;ENSDARP00000127358;
ENSDARG00000054323	557714	THR-like	ENSDARP00000070972;ENSDARP00000126384;
ENSDARG00000056783	30680	THR-like	ENSDARP00000073792;
ENSDARG00000059370	571948	THR-like	ENSDARP00000076910;ENSDARP00000127780;
ENSDARG00000033498	567943	THR-like	ENSDARP00000084181;
ENSDARG00000001910	554722	THR-like	ENSDARP00000090251;ENSDARP00000015111;
ENSDARG00000057231	559245	THR-like	ENSDARP00000091257;ENSDARP00000074291;
ENSDARG00000034117	30606	THR-like	ENSDARP00000093932;ENSDARP00000112380;ENSDARP00000049550;ENSDARP00000123094;
ENSDARG00000031161	563150	THR-like	ENSDARP00000093945;
ENSDARG00000033160	494487	THR-like	ENSDARP00000104933;ENSDARP00000040467;
ENSDARG00000091024	100534818	THR-like	ENSDARP00000105666;
ENSDARG00000017780	562258	THR-like	ENSDARP00000105771;
ENSDARG00000029766	565875	THR-like	ENSDARP00000106185;ENSDARP00000061524;ENSDARP00000022718;ENSDARP00000107140;
ENSDARG00000031768	564951	THR-like	ENSDARP00000106236;ENSDARP00000124850;
ENSDARG00000043170	548341	THR-like	ENSDARP00000108778;ENSDARP00000110286;ENSDARP00000063381;
ENSDARG00000034893	555364	THR-like	ENSDARP00000111644;ENSDARP00000044676;
ENSDARG00000009594	30271	THR-like	ENSDARP00000112360;
ENSDARG00000009473	30754	THR-like	ENSDARP00000120571;ENSDARP00000110137;ENSDARP00000115428;
ENSDARG00000087195	100004847	THR-like	ENSDARP00000124002;
ENSDARG00000044525	30750	THR-like	ENSDARP00000124414;ENSDARP00000109331;
ENSDARG00000070721	564511	THR-like	ENSDARP00000125655;ENSDARP00000126141;ENSDARP00000094891;
ENSDARG00000021163	30607	THR-like	ENSDARP00000126275;ENSDARP00000022899;
ENSDARG00000003820	402815	THR-like	ENSDARP00000129310;ENSDARP00000089813;ENSDARP00000107904;
ENSDARG00000034086	393546	TSC22	ENSDARP00000050456;
ENSDARG00000075666	393541	TSC22	ENSDARP00000054114;
ENSDARG00000041839	378875	TSC22	ENSDARP00000061314;ENSDARP00000120772;
ENSDARG00000038306	335842	TSC22	ENSDARP00000116421;ENSDARP00000121300;ENSDARP00000115165;ENSDARP00000122272;
ENSDARG00000062902	564717	Tub	ENSDARP00000078442;ENSDARP00000085885;ENSDARP00000128673;ENSDARP00000107176;
ENSDARG00000062165	\N	Tub	ENSDARP00000084007;
ENSDARG00000063672	\N	Tub	ENSDARP00000087668;
ENSDARG00000075295	100330754	Tub	ENSDARP00000099556;ENSDARP00000091721;ENSDARP00000107151;ENSDARP00000127853;
ENSDARG00000045911	557730	Tub	ENSDARP00000118167;ENSDARP00000067485;
ENSDARG00000078210	571108	Tub	ENSDARP00000124333;ENSDARP00000102889;
ENSDARG00000063056	562633	Tub	ENSDARP00000129724;ENSDARP00000086251;
ENSDARG00000019265	\N	ZBTB	ENSDARP00000009683;
ENSDARG00000020176	566513	ZBTB	ENSDARP00000015726;
ENSDARG00000007271	327167	ZBTB	ENSDARP00000016471;ENSDARP00000120351;ENSDARP00000118857;
ENSDARG00000023040	407718	ZBTB	ENSDARP00000021226;ENSDARP00000112799;
ENSDARG00000005586	568779	ZBTB	ENSDARP00000026694;ENSDARP00000116919;
ENSDARG00000021891	393602	ZBTB	ENSDARP00000031455;
ENSDARG00000036235	100003975	ZBTB	ENSDARP00000052636;
ENSDARG00000042689	568471	ZBTB	ENSDARP00000062628;
ENSDARG00000044038	393129	ZBTB	ENSDARP00000064654;
ENSDARG00000045660	30771	ZBTB	ENSDARP00000067137;ENSDARP00000125489;
ENSDARG00000055493	436585	ZBTB	ENSDARP00000072319;ENSDARP00000116361;
ENSDARG00000028086	406724	ZBTB	ENSDARP00000072556;ENSDARP00000028479;ENSDARP00000105668;
ENSDARG00000070658	559081	ZBTB	ENSDARP00000073800;ENSDARP00000094731;
ENSDARG00000069295	100001936	ZBTB	ENSDARP00000074112;ENSDARP00000116903;
ENSDARG00000058863	553955	ZBTB	ENSDARP00000076252;
ENSDARG00000039899	565670	ZBTB	ENSDARP00000083448;ENSDARP00000121257;
ENSDARG00000068400	393477	ZBTB	ENSDARP00000089682;ENSDARP00000089683;
ENSDARG00000069335	\N	ZBTB	ENSDARP00000091581;
ENSDARG00000035889	550243	ZBTB	ENSDARP00000094186;
ENSDARG00000054984	573743	ZBTB	ENSDARP00000097860;ENSDARP00000129854;ENSDARP00000084051;
ENSDARG00000075533	100332569	ZBTB	ENSDARP00000099482;
ENSDARG00000074455	101884211	ZBTB	ENSDARP00000100704;ENSDARP00000129623;
ENSDARG00000017886	555217	ZBTB	ENSDARP00000101599;
ENSDARG00000077426	101882192	ZBTB	ENSDARP00000102342;ENSDARP00000113676;
ENSDARG00000074548	564967	ZBTB	ENSDARP00000102422;ENSDARP00000120598;
ENSDARG00000003251	64809	ZBTB	ENSDARP00000103900;ENSDARP00000024683;
ENSDARG00000089716	100537080	ZBTB	ENSDARP00000104613;
ENSDARG00000091762	\N	ZBTB	ENSDARP00000105010;
ENSDARG00000089700	406857	ZBTB	ENSDARP00000105981;
ENSDARG00000070864	393707	ZBTB	ENSDARP00000107695;
ENSDARG00000087619	\N	ZBTB	ENSDARP00000109213;
ENSDARG00000076380	\N	ZBTB	ENSDARP00000110440;
ENSDARG00000039263	567773	ZBTB	ENSDARP00000114087;ENSDARP00000116357;ENSDARP00000057363;
ENSDARG00000042383	567401	ZBTB	ENSDARP00000115542;ENSDARP00000062147;
ENSDARG00000013492	100004439	ZBTB	ENSDARP00000116712;ENSDARP00000016895;
ENSDARG00000078191	570537	ZBTB	ENSDARP00000117285;
ENSDARG00000028228	100003157	ZBTB	ENSDARP00000118751;
ENSDARG00000028949	100142649	ZBTB	ENSDARP00000121365;ENSDARP00000043396;
ENSDARG00000057751	556134	ZBTB	ENSDARP00000122576;ENSDARP00000074944;
ENSDARG00000045983	557590	ZBTB	ENSDARP00000123672;ENSDARP00000067599;
ENSDARG00000061110	569656	ZBTB	ENSDARP00000128160;ENSDARP00000081229;
ENSDARG00000074526	569773	ZBTB	ENSDARP00000128866;ENSDARP00000100421;
ENSDARG00000076584	\N	ZBTB	ENSDARP00000129407;ENSDARP00000102794;
ENSDARG00000070207	\N	zf-BED	ENSDARP00000093625;
ENSDARG00000070465	100000534	zf-BED	ENSDARP00000094223;
ENSDARG00000041359	569044	zf-BED	ENSDARP00000101134;
ENSDARG00000076665	101883220	zf-BED	ENSDARP00000104200;
ENSDARG00000088036	\N	zf-BED	ENSDARP00000111219;
ENSDARG00000095549	100001550	zf-BED	ENSDARP00000114208;
ENSDARG00000024306	100000808	zf-BED	ENSDARP00000115355;ENSDARP00000033717;
ENSDARG00000094869	796802	zf-BED	ENSDARP00000117002;
ENSDARG00000094038	\N	zf-BED	ENSDARP00000118164;
ENSDARG00000092816	100334554	zf-BED	ENSDARP00000119053;
ENSDARG00000095007	\N	zf-BED	ENSDARP00000120516;
ENSDARG00000096816	100001550	zf-BED	ENSDARP00000128946;
ENSDARG00000001015	368610	zf-C2H2	ENSDARP00000000618;ENSDARP00000095661;ENSDARP00000126221;
ENSDARG00000002445	323473	zf-C2H2	ENSDARP00000004889;
ENSDARG00000018773	100536055	zf-C2H2	ENSDARP00000004950;
ENSDARG00000007222	564772	zf-C2H2	ENSDARP00000004965;
ENSDARG00000005846	799504	zf-C2H2	ENSDARP00000007619;
ENSDARG00000010270	558801	zf-C2H2	ENSDARP00000007655;
ENSDARG00000011870	321264	zf-C2H2	ENSDARP00000008476;
ENSDARG00000005549	100149283	zf-C2H2	ENSDARP00000010177;
ENSDARG00000025641	30154	zf-C2H2	ENSDARP00000010693;
ENSDARG00000026453	327500	zf-C2H2	ENSDARP00000011194;ENSDARP00000107774;ENSDARP00000099289;
